id,filename,video_culture,emotions,gender,confidence,comment,annotator_culture,annotator_language,emoji,annotator_individuality,intensity
328,persian/vid_49.mp4,,"anger,disgust,annoyed,hatred",male,5,"",persian,persian,"furious,nauseated,triumph",4,6
329,persian/vid_20.mp4,,contempt,male,2,"",persian,persian,"unamused,rollingeyes",3,1
330,persian/vid_80.mp4,,annoyed,male,3,"",persian,persian,"angry,triumph",3,3
331,persian/vid_10.mp4,,contempt,male,3,"",persian,persian,none,3,2
332,persian/vid_40.mp4,,furious,male,4,Sadness and anger,persian,persian,"angry,hatred,weary,triumph",3,4
333,persian/vid_48.mp4,,none,male,3,"",persian,persian,none,3,0
334,persian/vid_48.mp4,,none,male,3,"",persian,persian,none,3,0
335,persian/vid_4.mp4,,contempt,male,3,"",persian,persian,none,3,3
336,persian/vid_4.mp4,,contempt,male,3,"",persian,persian,none,3,3
337,persian/vid_24.mp4,,contempt,female,3,"I know it looks like the emoji, but the vibe is tottaly different",persian,persian,smirk,3,2
338,persian/vid_24.mp4,,contempt,female,3,"I know it looks like the emoji, but the vibe is tottaly different",persian,persian,smirk,3,2
339,persian/vid_24.mp4,,contempt,female,3,"I know it looks like the emoji, but the vibe is tottaly different",persian,persian,smirk,3,2
340,persian/vid_24.mp4,,contempt,female,3,"I know it looks like the emoji, but the vibe is tottaly different",persian,persian,smirk,3,2
341,persian/vid_60.mp4,,furious,female,4,"",persian,persian,"hatred,triumph",3,4
342,persian/vid_60.mp4,,furious,female,4,"",persian,persian,"hatred,triumph",3,4
343,persian/vid_52.mp4,,contempt,male,3,"",persian,persian,unamused,3,3
344,persian/vid_66.mp4,,annoyed,male,3,"",persian,persian,"rollingeyes,angry",3,1
345,persian/vid_68.mp4,,furious,male,3,"",persian,persian,"furious,triumph",3,3
346,persian/vid_68.mp4,,furious,male,3,"",persian,persian,"furious,triumph",3,3
347,persian/vid_68.mp4,,furious,male,3,"",persian,persian,"furious,triumph",3,3
348,persian/vid_50.mp4,,annoyed,female,2,"",persian,persian,"angry,weary",3,1
349,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
350,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
351,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
352,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
353,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
354,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
355,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
356,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
357,persian/vid_32.mp4,,none,male,2,"",persian,persian,none,3,1
358,persian/vid_46.mp4,,anger,male,3,"",persian,persian,"angry,triumph",3,0
359,persian/vid_46.mp4,,anger,male,3,"",persian,persian,"angry,triumph",3,0
360,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
361,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
362,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
363,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
364,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
365,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
366,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
367,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
368,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
369,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
370,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
371,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
372,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
373,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
374,persian/vid_22.mp4,,contempt,female,4,"",persian,persian,"smirk,unamused",3,2
375,persian/vid_90.mp4,,none,male,1,"",persian,persian,none,3,0
376,persian/vid_86.mp4,,none,male,1,"",persian,persian,none,3,0
377,persian/vid_86.mp4,,none,male,1,"",persian,persian,none,3,0
378,persian/vid_88.mp4,,none,male,1,"",persian,persian,none,3,0
379,na/vid_75.mp4,,annoyed,female,4,"",north american,english,unamused,3,2
380,na/vid_31.mp4,,none,male,4,"",north american,english,neutral,3,0
381,na/vid_63.mp4,,anger,female,4,"",north american,english,angry,3,1
382,na/vid_35.mp4,,contempt,male,4,"",north american,english,expressionless,3,1
383,na/vid_59.mp4,,annoyed,female,4,"",north american,english,unamused,3,1
384,na/vid_33.mp4,,none,male,4,"",north american,english,skeptical,3,1
385,na/vid_73.mp4,,furious,male,4,"",north american,english,furious,3,4
386,na/vid_3.mp4,,annoyed,female,4,"",north american,english,expressionless,3,1
387,na/vid_23.mp4,,none,male,4,"",north american,english,neutral,3,1
388,na/vid_9.mp4,,annoyed,female,4,"",north american,english,expressionless,3,1
389,na/vid_69.mp4,,hatred,male,4,"",north american,english,angry,3,2
390,na/vid_81.mp4,,furious,male,4,"",north american,english,furious,3,4
391,na/vid_77.mp4,,furious,female,4,"",north american,english,furious,3,3
392,na/vid_47.mp4,,disgust,male,4,"",north american,english,weary,3,2
393,na/vid_51.mp4,,disgust,female,4,"",north american,english,nauseated,3,4
394,na/vid_37.mp4,,none,male,4,"",north american,english,neutral,3,0
395,na/vid_39.mp4,,annoyed,female,4,"",north american,english,unamused,3,1
396,na/vid_13.mp4,,annoyed,female,4,"",north american,english,expressionless,3,1
397,na/vid_83.mp4,,annoyed,female,4,"",north american,english,unamused,3,1
398,na/vid_45.mp4,,disgust,male,4,"",north american,english,nauseated,3,1
399,na/vid_61.mp4,,annoyed,female,4,"",north american,english,expressionless,3,1
400,na/vid_21.mp4,,none,male,4,"",north american,english,neutral,3,0
401,na/vid_27.mp4,,none,male,4,"",north american,english,smirk,3,1
402,na/vid_5.mp4,,none,male,4,"",north american,english,neutral,3,1
403,na/vid_29.mp4,,contempt,male,4,"",north american,english,unamused,3,1
404,na/vid_71.mp4,,furious,female,4,"",north american,english,furious,3,4
405,na/vid_89.mp4,,annoyed,female,4,"",north american,english,unamused,3,1
406,na/vid_41.mp4,,disgust,male,4,"",north american,english,unamused,3,1
407,na/vid_1.mp4,,none,female,4,"",north american,english,neutral,3,1
408,na/vid_79.mp4,,furious,male,4,"",north american,english,furious,3,3
409,na/vid_53.mp4,,disgust,male,4,"",north american,english,vomiting,3,4
410,na/vid_57.mp4,,disgust,female,4,"",north american,english,vomiting,3,5
411,na/vid_55.mp4,,annoyed,female,4,"",north american,english,angry,3,3
412,na/vid_65.mp4,,annoyed,female,4,"",north american,english,unamused,3,2
413,na/vid_85.mp4,,anger,female,4,"",north american,english,hatred,3,3
414,na/vid_87.mp4,,anger,male,4,"",north american,english,angry,3,3
415,na/vid_7.mp4,,annoyed,male,4,"",north american,english,expressionless,3,1
416,na/vid_49.mp4,,disgust,male,4,"",north american,english,weary,3,2
417,na/vid_17.mp4,,annoyed,female,4,"",north american,english,unamused,3,1
418,na/vid_15.mp4,,annoyed,female,4,"",north american,english,expressionless,3,1
419,na/vid_19.mp4,,none,male,4,"",north american,english,smirk,3,1
420,na/vid_25.mp4,,none,male,4,"",north american,english,neutral,3,0
421,na/vid_11.mp4,,annoyed,female,4,"",north american,english,expressionless,3,1
422,na/vid_67.mp4,,furious,male,4,"",north american,english,furious,3,6
423,na/vid_43.mp4,,disgust,male,4,"",north american,english,nauseated,3,0
424,na/vid_52.mp4,,disgust,female,4,"",north american,english,weary,4,2
425,na/vid_54.mp4,,disgust,male,4,"",north american,english,nauseated,4,3
426,na/vid_26.mp4,,none,male,4,"",north american,english,neutral,4,2
427,na/vid_84.mp4,,annoyed,female,4,"",north american,english,unamused,4,2
428,na/vid_18.mp4,,contempt,female,4,"",north american,english,unamused,4,2
429,na/vid_82.mp4,,furious,female,4,"",north american,english,angry,4,3
430,na/vid_20.mp4,,contempt,female,4,"",north american,english,expressionless,4,0
431,na/vid_70.mp4,,anger,female,4,"",north american,english,hatred,4,3
432,na/vid_2.mp4,,annoyed,male,4,"",north american,english,expressionless,4,1
433,na/vid_88.mp4,,annoyed,female,4,"",north american,english,unamused,4,0
434,na/vid_66.mp4,,furious,male,4,"",north american,english,furious,4,6
435,na/vid_78.mp4,,anger,male,4,"",north american,english,angry,4,3
436,na/vid_64.mp4,,anger,female,4,"",north american,english,angry,4,1
437,na/vid_4.mp4,,annoyed,male,4,"",north american,english,expressionless,4,1
438,na/vid_48.mp4,,disgust,male,4,"",north american,english,nauseated,4,4
439,na/vid_8.mp4,,disgust,male,4,"",north american,english,neutral,4,1
440,na/vid_56.mp4,,annoyed,female,4,"",north american,english,expressionless,4,1
441,na/vid_44.mp4,,disgust,male,4,"",north american,english,nauseated,4,2
442,na/vid_12.mp4,,annoyed,female,4,"",north american,english,expressionless,4,1
443,na/vid_10.mp4,,annoyed,female,4,"",north american,english,expressionless,4,1
444,na/vid_72.mp4,,furious,female,4,"",north american,english,hatred,4,4
445,na/vid_14.mp4,,contempt,female,4,"",north american,english,unamused,4,1
446,na/vid_32.mp4,,contempt,male,4,"",north american,english,expressionless,4,0
447,na/vid_58.mp4,,disgust,female,4,"",north american,english,nauseated,4,3
448,na/vid_42.mp4,,disgust,male,4,"",north american,english,weary,4,1
449,na/vid_46.mp4,,disgust,male,4,"",north american,english,nauseated,4,1
450,na/vid_34.mp4,,none,male,4,"",north american,english,skeptical,4,1
451,na/vid_16.mp4,,none,female,4,"",north american,english,neutral,4,0
452,na/vid_80.mp4,,furious,male,4,"",north american,english,hatred,4,4
453,na/vid_40.mp4,,disgust,male,4,"",north american,english,skeptical,4,1
454,na/vid_24.mp4,,none,male,4,"",north american,english,skeptical,4,1
455,na/vid_38.mp4,,anger,female,4,"",north american,english,angry,4,2
456,na/vid_36.mp4,,none,female,4,"",north american,english,skeptical,4,1
457,na/vid_68.mp4,,anger,female,4,"",north american,english,angry,4,2
458,na/vid_6.mp4,,annoyed,male,4,"",north american,english,unamused,4,3
459,na/vid_28.mp4,,contempt,female,4,"",north american,english,unamused,4,0
460,na/vid_86.mp4,,furious,female,4,"",north american,english,furious,4,3
461,na/vid_22.mp4,,annoyed,male,4,"",north american,english,expressionless,4,2
462,na/vid_50.mp4,,disgust,male,4,"",north american,english,nauseated,4,2
463,na/vid_30.mp4,,anger,male,4,"",north american,english,angry,4,1
464,na/vid_74.mp4,,furious,male,4,"",north american,english,furious,4,6
465,na/vid_76.mp4,,furious,female,4,"",north american,english,hatred,4,4
466,na/vid_60.mp4,,disgust,female,4,"",north american,english,vomiting,4,1
467,na/vid_62.mp4,,annoyed,female,4,"",north american,english,expressionless,4,2
468,na/vid_89.mp4,,annoyed,female,4,"",north american,english,weary,2,4
469,na/vid_81.mp4,,anger,male,5,"",north american,english,hatred,2,6
470,na/vid_9.mp4,,annoyed,female,5,"",north american,english,rollingeyes,2,4
471,na/vid_7.mp4,,contempt,male,4,"",north american,english,skeptical,2,3
472,na/vid_79.mp4,,anger,male,4,"",north american,english,hatred,2,4
473,na/vid_17.mp4,,contempt,female,4,"",north american,english,rollingeyes,2,3
474,na/vid_11.mp4,,contempt,female,5,"",north american,english,rollingeyes,2,3
475,na/vid_5.mp4,,contempt,female,5,"",north american,english,smirk,2,2
476,na/vid_53.mp4,,disgust,male,5,"",north american,english,nauseated,2,5
477,na/vid_57.mp4,,disgust,female,4,"",north american,english,nauseated,2,3
478,na/vid_19.mp4,,contempt,male,4,"",north american,english,"smirk,unamused",2,3
479,na/vid_67.mp4,,"anger,furious",male,5,"",north american,english,furious,2,6
480,na/vid_15.mp4,,contempt,female,4,"",north american,english,"smirk,unamused,rollingeyes",2,3
481,na/vid_21.mp4,,"contempt,annoyed",male,5,"",north american,english,rollingeyes,2,2
482,na/vid_37.mp4,,annoyed,male,4,"",north american,english,rollingeyes,2,1
483,na/vid_43.mp4,,"contempt,annoyed",male,4,"",north american,english,"unamused,angry",2,2
484,na/vid_49.mp4,,disgust,male,4,"",north american,english,nauseated,2,3
485,na/vid_51.mp4,,disgust,female,4,"",north american,english,"vomiting,nauseated,triumph",2,5
486,na/vid_85.mp4,,"anger,annoyed",female,5,"",north american,english,"angry,hatred",2,4
487,na/vid_55.mp4,,"contempt,disgust,annoyed",female,4,"",north american,english,"unamused,rollingeyes,angry,triumph",2,4
488,na/vid_77.mp4,,anger,female,4,"",north american,english,"angry,hatred,furious,weary",2,4
489,na/vid_35.mp4,,contempt,male,4,"",north american,english,"skeptical,smirk,unamused,rollingeyes",2,3
490,na/vid_69.mp4,,none,male,4,Cringe ,north american,english,"rollingeyes,angry,weary",2,3
491,na/vid_41.mp4,,contempt,female,4,"",north american,english,"rollingeyes,weary",2,2
492,na/vid_73.mp4,,"anger,hatred,furious",male,5,"",north american,english,"hatred,furious",2,6
493,na/vid_25.mp4,,contempt,male,5,"",north american,english,"smirk,rollingeyes",2,2
494,na/vid_83.mp4,,"anger,contempt",female,4,"",north american,english,"rollingeyes,angry,hatred",2,4
495,na/vid_33.mp4,,contempt,male,4,"",north american,english,"skeptical,smirk,rollingeyes",2,3
496,na/vid_63.mp4,,"anger,contempt",female,4,"",north american,english,"rollingeyes,angry",2,1
497,na/vid_45.mp4,,disgust,male,4,"",north american,english,"nauseated,weary",2,3
498,na/vid_1.mp4,,contempt,female,4,"",north american,english,"smirk,unamused,rollingeyes",2,2
499,na/vid_31.mp4,,contempt,male,5,"",north american,english,"skeptical,smirk,neutral,expressionless",2,2
500,na/vid_39.mp4,,contempt,female,5,"",north american,english,"unamused,rollingeyes,angry",2,4
501,na/vid_3.mp4,,annoyed,female,4,"",north american,english,expressionless,2,3
502,na/vid_65.mp4,,anger,female,5,"",north american,english,"hatred,furious",2,5
503,na/vid_47.mp4,,disgust,male,5,"",north american,english,"nauseated,weary",2,4
504,na/vid_71.mp4,,"hatred,furious",female,5,"",north american,english,"hatred,furious,triumph",2,6
505,na/vid_61.mp4,,contempt,female,4,"",north american,english,"unamused,rollingeyes,angry",2,3
506,na/vid_75.mp4,,annoyed,female,5,"",north american,english,"rollingeyes,angry,hatred",2,4
507,na/vid_13.mp4,,annoyed,female,5,"",north american,english,"expressionless,unamused,rollingeyes",2,4
508,na/vid_23.mp4,,contempt,male,5,"",north american,english,"expressionless,unamused,rollingeyes",2,3
509,na/vid_29.mp4,,annoyed,male,5,"",north american,english,"neutral,expressionless",2,2
510,na/vid_59.mp4,,disgust,female,4,"",north american,english,"angry,nauseated,weary",2,2
511,na/vid_87.mp4,,"anger,hatred",male,5,"",north american,english,"rollingeyes,angry,hatred,furious",2,3
512,na/vid_27.mp4,,contempt,male,5,"",north american,english,"skeptical,smirk,unamused,rollingeyes",2,2
513,persian/vid_10.mp4,,none,male,3,"",persian,persian,neutral,3,0
514,persian/vid_58.mp4,,none,female,2,"",persian,persian,skeptical,3,1
515,persian/vid_24.mp4,,anger,female,2,"",persian,persian,unamused,3,1
516,persian/vid_62.mp4,,anger,female,4,"",persian,persian,angry,3,1
517,persian/vid_4.mp4,,anger,female,3,"",persian,persian,angry,3,2
518,persian/vid_88.mp4,,none,female,3,"",persian,persian,skeptical,3,0
519,persian/vid_50.mp4,,contempt,female,4,"",persian,persian,unamused,3,1
520,persian/vid_90.mp4,,contempt,female,4,"",persian,persian,smirk,3,0
521,persian/vid_38.mp4,,contempt,female,4,"",persian,persian,unamused,3,1
522,persian/vid_96.mp4,,contempt,male,2,"",persian,persian,unamused,3,0
523,persian/vid_94.mp4,,none,male,4,"",persian,persian,neutral,3,0
524,persian/vid_78.mp4,,furious,male,4,"",persian,persian,angry,3,2
525,persian/vid_60.mp4,,anger,female,2,"",persian,persian,angry,3,1
526,persian/vid_92.mp4,,disgust,male,4,"",persian,persian,unamused,3,1
527,persian/vid_46.mp4,,annoyed,male,2,"",persian,persian,expressionless,3,1
528,persian/vid_36.mp4,,anger,female,4,"",persian,persian,angry,3,1
529,persian/vid_34.mp4,,contempt,male,4,"",persian,persian,unamused,3,2
530,persian/vid_54.mp4,,none,male,2,"",persian,persian,expressionless,3,0
531,persian/vid_68.mp4,,anger,male,4,"",persian,persian,angry,3,2
532,persian/vid_40.mp4,,anger,male,3,"",persian,persian,angry,3,1
533,persian/vid_22.mp4,,annoyed,female,4,"",persian,persian,unamused,3,1
534,persian/vid_26.mp4,,contempt,female,4,"",persian,persian,expressionless,3,1
535,persian/vid_30.mp4,,annoyed,female,3,"",persian,persian,unamused,3,0
536,persian/vid_44.mp4,,anger,female,2,"",persian,persian,angry,3,0
537,persian/vid_86.mp4,,none,female,4,"",persian,persian,none,3,1
538,persian/vid_2.mp4,,annoyed,male,4,"",persian,persian,unamused,3,1
539,persian/vid_56.mp4,,contempt,male,4,"",persian,persian,expressionless,3,1
540,persian/vid_72.mp4,,annoyed,male,3,"",persian,persian,unamused,3,2
541,persian/vid_14.mp4,,none,female,3,"",persian,persian,neutral,3,0
542,persian/vid_66.mp4,,annoyed,male,4,"",persian,persian,unamused,3,1
543,persian/vid_8.mp4,,anger,female,4,"",persian,persian,angry,3,1
544,persian/vid_18.mp4,,disgust,female,3,"",persian,persian,unamused,3,1
545,persian/vid_32.mp4,,none,male,4,"",persian,persian,skeptical,3,0
546,persian/vid_20.mp4,,none,male,4,"",persian,persian,smirk,3,1
547,persian/vid_42.mp4,,anger,female,4,"",persian,persian,angry,3,2
548,persian/vid_12.mp4,,none,male,3,"",persian,persian,smirk,3,0
549,persian/vid_80.mp4,,furious,male,3,"",persian,persian,angry,3,1
550,persian/vid_16.mp4,,none,male,4,"",persian,persian,smirk,3,1
551,persian/vid_82.mp4,,annoyed,male,4,"",persian,persian,expressionless,3,1
552,persian/vid_76.mp4,,anger,male,3,"",persian,persian,angry,3,2
553,persian/vid_84.mp4,,anger,male,3,"",persian,persian,unamused,3,3
554,persian/vid_64.mp4,,annoyed,male,4,"",persian,persian,weary,3,1
555,persian/vid_28.mp4,,none,female,4,"",persian,persian,smirk,3,3
556,persian/vid_6.mp4,,annoyed,male,2,"",persian,persian,unamused,3,1
557,persian/vid_48.mp4,,none,male,2,"",persian,persian,neutral,3,0
558,persian/vid_74.mp4,,furious,male,3,"",persian,persian,angry,3,1
559,persian/vid_70.mp4,,anger,male,4,"",persian,persian,angry,3,1
560,persian/vid_52.mp4,,disgust,male,4,"",persian,persian,unamused,3,2
561,na/vid_60.mp4,,disgust,female,5,"",north american,english,nauseated,2,4
562,na/vid_58.mp4,,disgust,female,4,"",north american,english,nauseated,2,2
563,na/vid_44.mp4,,none,male,3,"",north american,english,none,2,0
564,na/vid_40.mp4,,none,male,3,Cringing,north american,english,none,2,1
565,na/vid_20.mp4,,contempt,female,3,"",north american,english,rollingeyes,2,2
566,na/vid_24.mp4,,none,male,3,laughing/enjoyment,north american,english,none,2,1
567,na/vid_26.mp4,,contempt,male,3,"",north american,english,neutral,2,3
568,na/vid_46.mp4,,disgust,male,3,"",north american,english,nauseated,2,2
569,na/vid_56.mp4,,disgust,female,3,"",north american,english,none,2,2
570,na/vid_62.mp4,,annoyed,female,4,"",north american,english,expressionless,2,1
571,na/vid_38.mp4,,annoyed,female,5,"",north american,english,"rollingeyes,angry",2,4
572,na/vid_18.mp4,,none,female,2,"",north american,english,none,2,2
573,na/vid_86.mp4,,anger,female,4,"",north american,english,furious,2,6
574,na/vid_28.mp4,,contempt,female,5,"",north american,english,neutral,2,1
575,na/vid_6.mp4,,none,male,3,"",north american,english,none,2,1
576,na/vid_2.mp4,,contempt,male,2,"",north american,english,neutral,2,1
577,na/vid_64.mp4,,annoyed,female,4,"",north american,english,angry,2,3
578,na/vid_14.mp4,,contempt,female,3,"",north american,english,rollingeyes,2,2
579,na/vid_76.mp4,,furious,female,4,"",north american,english,"furious,triumph",2,6
580,na/vid_34.mp4,,none,male,3,"",north american,english,none,2,0
581,na/vid_52.mp4,,disgust,female,4,"",north american,english,weary,2,2
582,na/vid_72.mp4,,furious,female,4,"",north american,english,"furious,triumph",2,6
583,na/vid_54.mp4,,disgust,male,3,"",north american,english,"vomiting,nauseated",2,4
584,na/vid_50.mp4,,disgust,male,3,"",north american,english,nauseated,2,2
585,na/vid_78.mp4,,anger,male,3,"",north american,english,"hatred,furious",2,4
586,na/vid_80.mp4,,anger,male,4,"",north american,english,"hatred,furious",2,0
587,na/vid_74.mp4,,none,male,4,Sad/hurt,north american,english,none,2,5
588,na/vid_70.mp4,,anger,female,4,"",north american,english,angry,2,2
589,na/vid_10.mp4,,none,female,2,"",north american,english,none,2,0
590,na/vid_36.mp4,,none,female,2,"",north american,english,none,2,0
591,na/vid_4.mp4,,contempt,male,4,"",north american,english,skeptical,2,2
592,na/vid_68.mp4,,annoyed,female,3,"",north american,english,"expressionless,angry",2,2
593,na/vid_12.mp4,,none,female,3,"",north american,english,none,2,1
594,na/vid_42.mp4,,disgust,male,4,"",north american,english,nauseated,2,2
595,na/vid_48.mp4,,disgust,male,3,"",north american,english,nauseated,2,2
596,na/vid_32.mp4,,contempt,male,3,"",north american,english,"skeptical,expressionless",2,1
597,na/vid_22.mp4,,none,male,3,"",north american,english,rollingeyes,2,1
598,na/vid_82.mp4,,anger,female,4,"",north american,english,hatred,2,3
599,na/vid_16.mp4,,none,female,2,"",north american,english,none,2,0
600,na/vid_30.mp4,,none,male,3,"",north american,english,none,2,1
601,na/vid_8.mp4,,contempt,male,3,"",north american,english,"skeptical,expressionless",2,1
602,na/vid_66.mp4,,furious,male,4,"",north american,english,furious,2,6
603,na/vid_84.mp4,,"contempt,annoyed",female,4,"",north american,english,"rollingeyes,angry,hatred",2,3
604,na/vid_88.mp4,,none,female,2,"",north american,english,none,2,1
605,persian/vid_17.mp4,,none,male,4,"",persian,persian,smirk,2,0
606,persian/vid_47.mp4,,contempt,male,4,"",persian,persian,unamused,2,2
607,persian/vid_19.mp4,,none,male,2,"",persian,persian,neutral,2,0
608,persian/vid_25.mp4,,annoyed,female,4,"",persian,persian,unamused,2,2
609,persian/vid_37.mp4,,furious,female,4,"",persian,persian,triumph,2,1
610,persian/vid_31.mp4,,annoyed,male,2,"",persian,persian,expressionless,2,1
611,persian/vid_21.mp4,,none,male,3,"",persian,persian,smirk,2,1
612,persian/vid_69.mp4,,anger,female,4,"",persian,persian,angry,2,1
613,persian/vid_91.mp4,,annoyed,male,2,"",persian,persian,unamused,2,1
614,persian/vid_27.mp4,,disgust,male,4,"",persian,persian,unamused,2,2
615,persian/vid_57.mp4,,disgust,male,2,"",persian,persian,unamused,2,1
616,persian/vid_89.mp4,,furious,female,4,"",persian,persian,angry,2,2
617,persian/vid_1.mp4,,annoyed,male,3,"",persian,persian,rollingeyes,2,1
618,persian/vid_53.mp4,,furious,female,3,"",persian,persian,angry,2,1
619,persian/vid_67.mp4,,anger,male,3,"",persian,persian,angry,2,1
620,persian/vid_93.mp4,,hatred,female,4,"",persian,persian,angry,2,2
621,persian/vid_49.mp4,,contempt,male,3,"",persian,persian,expressionless,2,1
622,persian/vid_9.mp4,,none,male,2,"",persian,persian,skeptical,2,1
623,persian/vid_7.mp4,,disgust,female,4,"",persian,persian,unamused,2,3
624,persian/vid_35.mp4,,anger,female,2,"",persian,persian,angry,2,2
625,persian/vid_41.mp4,,contempt,male,2,"",persian,persian,unamused,2,0
626,persian/vid_13.mp4,,anger,male,3,"",persian,persian,angry,2,0
627,persian/vid_81.mp4,,furious,male,4,"",persian,persian,hatred,2,5
628,persian/vid_75.mp4,,anger,male,3,"",persian,persian,angry,2,2
629,persian/vid_85.mp4,,annoyed,male,4,"",persian,persian,angry,2,1
630,persian/vid_29.mp4,,none,female,3,"",persian,persian,smirk,2,3
631,persian/vid_59.mp4,,furious,female,4,"",persian,persian,hatred,2,5
632,persian/vid_63.mp4,,furious,female,4,"",persian,persian,hatred,2,4
633,persian/vid_65.mp4,,contempt,female,4,"",persian,persian,unamused,2,2
634,persian/vid_77.mp4,,furious,male,3,"",persian,persian,hatred,2,4
635,persian/vid_73.mp4,,anger,female,2,"",persian,persian,angry,2,2
636,persian/vid_11.mp4,,contempt,male,2,"",persian,persian,rollingeyes,2,2
637,persian/vid_3.mp4,,anger,male,4,"",persian,persian,triumph,2,3
638,persian/vid_33.mp4,,disgust,male,3,"",persian,persian,unamused,2,2
639,persian/vid_79.mp4,,furious,female,4,"",persian,persian,furious,2,3
640,persian/vid_51.mp4,,anger,female,4,"",persian,persian,angry,2,1
641,persian/vid_95.mp4,,annoyed,male,4,"",persian,persian,unamused,2,2
642,persian/vid_83.mp4,,contempt,male,2,"",persian,persian,angry,2,0
643,persian/vid_61.mp4,,anger,female,4,"",persian,persian,angry,2,1
644,persian/vid_55.mp4,,none,male,2,"",persian,persian,expressionless,2,0
645,persian/vid_45.mp4,,none,male,3,"",persian,persian,neutral,2,0
646,persian/vid_71.mp4,,anger,male,4,"",persian,persian,unamused,2,1
647,persian/vid_43.mp4,,disgust,female,2,"",persian,persian,unamused,2,1
648,persian/vid_15.mp4,,hatred,male,3,"",persian,persian,unamused,2,0
649,persian/vid_97.mp4,,none,male,4,"",persian,persian,smirk,2,1
650,persian/vid_5.mp4,,none,male,3,"",persian,persian,smirk,2,1
651,persian/vid_23.mp4,,none,female,3,"",persian,persian,smirk,2,2
652,na/vid_75.mp4,,annoyed,female,4,"",north american,english,unamused,3,4
653,na/vid_11.mp4,,annoyed,female,3,"",north american,english,rollingeyes,3,3
654,na/vid_69.mp4,,anger,male,4,"",north american,english,angry,3,2
655,na/vid_41.mp4,,annoyed,male,3,"",north american,english,unamused,3,3
656,na/vid_61.mp4,,contempt,female,2,"",north american,english,expressionless,3,1
657,na/vid_31.mp4,,annoyed,male,3,"",north american,english,expressionless,3,1
658,na/vid_81.mp4,,furious,male,4,"",north american,english,hatred,3,5
659,na/vid_3.mp4,,none,female,3,"",north american,english,none,3,1
660,na/vid_89.mp4,,disgust,female,2,"",north american,english,unamused,3,3
661,na/vid_35.mp4,,disgust,male,3,"",north american,english,expressionless,3,1
662,na/vid_77.mp4,,furious,female,4,"",north american,english,furious,3,4
663,na/vid_53.mp4,,disgust,male,4,"",north american,english,vomiting,3,2
664,na/vid_87.mp4,,furious,male,3,"",north american,english,hatred,3,3
665,na/vid_15.mp4,,contempt,female,2,"",north american,english,unamused,3,3
666,na/vid_43.mp4,,disgust,male,3,"",north american,english,unamused,3,1
667,na/vid_79.mp4,,furious,male,4,"",north american,english,furious,3,6
668,na/vid_37.mp4,,annoyed,male,4,"",north american,english,expressionless,3,1
669,na/vid_29.mp4,,annoyed,male,3,"",north american,english,neutral,3,1
670,na/vid_71.mp4,,furious,female,4,"",north american,english,hatred,3,3
671,na/vid_73.mp4,,furious,male,4,"",north american,english,furious,3,6
672,na/vid_17.mp4,,annoyed,female,4,"",north american,english,unamused,3,3
673,na/vid_23.mp4,,annoyed,male,3,"",north american,english,skeptical,3,1
674,na/vid_65.mp4,,anger,female,4,"",north american,english,angry,3,2
675,na/vid_13.mp4,,contempt,female,2,"",north american,english,unamused,3,1
676,na/vid_51.mp4,,disgust,female,4,"",north american,english,nauseated,3,4
677,na/vid_39.mp4,,disgust,female,3,"",north american,english,angry,3,1
678,na/vid_25.mp4,,disgust,male,4,"",north american,english,expressionless,3,2
679,na/vid_85.mp4,,furious,female,3,"",north american,english,angry,3,3
680,na/vid_5.mp4,,annoyed,male,3,"",north american,english,expressionless,3,1
681,na/vid_47.mp4,,disgust,male,4,"",north american,english,weary,3,3
682,na/vid_83.mp4,,anger,female,3,"",north american,english,angry,3,1
